UUID,Description 1,Domains,AttributeNameENG,Categories,ACS Definition
0515b21e-7db6-41a5-a1fd-9afa25f356dc,Waterskiing:AllInclusiveException,PROPERTY,Water skiing not included,"AllInclusive, LCS, PartnerCentral:AlllnclusiveActivities",Waterskiing is not included in all-inclusive rate plans
6d08b350-d331-11e9-bb65-2a2ae2dbcce4,Bedroom:DoubleBed:Instance,PROPERTY,Double bed,"LCS, Vrbo",The bedroom has one or more double beds
7592f469-2488-4cfb-8e77-11df90c91085,HeatedFloors:Bathroom:BookableUnit,ROOM_UNIT,Heated floor,"Bathroom, LCS, PartnerCentral:BathroomFeatures, StructuredAttributeContent",This bookable unit features heated floors in the bathroom
8f84bab4-921a-4233-bbda-629b1812e90e,Firewood:AmountFee:(Interval),PROPERTY,Wood fee duration -,null,"Duration of stay to which the optional firewood fee is applied (per night, per stay, etc.)"
f875dca2-2103-44dc-b7e5-ecf64d83a3c9,xSoftDrinks:BEXLoyalty:(DiscountCurrencyAmount),PROPERTY,Beverage (soft drinks only) discount,null,A non-alcoholic drink discount for a specific amount is offered to BEXLoyalty Cusotomers; DEPRECATED; Removed data term: DiscountCurrencyAmount; Removed broader concept: SoftDrinks:BEXLoyalty
54b0b930-8e10-11e9-bc42-526af7764f64,AmusementPark:Access:VoucherAmountOffer:PerDay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,Amount given for value add promotion  for a credit amount toward amusement park access per room per day for a specified number of guests
b789aca4-69e7-4e3e-bcd4-d319d42469cc,PropertyPolicy:SeasonalClosure:(Month),PROPERTY,Seasonal closure month -,null,This is the first month of a seasonal closure period at the property
ecd68f4e-aa0b-11e8-98d0-529269fb1459,KidsMeal:VoucherAmountOffer:PerStay:PerRoom:ForChildren:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a child's meal voucher per room per stay
459dce8b-48c1-49f3-869a-d9bd9c0654d4,SpaService:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(Amount),VALUE_ADD_PROMOTION,Amount,null,The credit amount for a value add promotion for credit toward spa services per room per stay
8441d245-75af-4146-bcab-5f712af5a7ca,HealthTesting:COVID19:PCR:Onsite:Mandatory:AmountFee:(Scope),PROPERTY,Required COVID-19 HealthTesting (PCR) fee scope,null,"Fee scope for required onsite COVID-19 (PCR) testing (i.e. per person); ideally, should be paired with HealthTesting:COVID19:Onsite, HealthTesting:COVID19:PCR:Onsite, HealthTesting:COVID19:PCR:Onsite:AmountFee, HealthTesting:COVID19:PCR:Onsite:Mandatory, HealthTesting:COVID19:PCR:Onsite:Mandatory:AmountFee:(Amount), HealthTesting:COVID19:PCR:Onsite:Mandatory:AmountFee:(Interval)
"
54b21e24-8e10-11e9-bc42-526af7764f64,Casino:VoucherAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The maximum number of guests allowed for a value add promotion for a voucher toward casino play per person per day for a specified number of guests
91b90b9d-6f1d-494d-8978-7754a1a2495d,PropertyPolicy:Provided:(Description),ROOM_UNIT,What's provided details,null,Instructions/information field for what's provided/available
c1b6b064-d02d-477c-96cc-e4c4173168f4,xParagliding,LODGING_UNDEFINED,Paragliding,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: Paragliding
cb93b23b-1606-47fe-8d7a-5c0a9be2fd0f,FerryTerminalShuttle:Fee,PROPERTY,Ferry terminal shuttle (surcharge),"Fee, LCS, PartnerCentral:OtherTransportation, Transportation",There is a shuttle to a nearby ferry terminal for a fee
a10fe3a8-3ef4-480c-8e49-013922395b84,StarRating1Point5,PROPERTY,1.5-star rating,"NonPartnerCentral, Rating",The property has a 1.5-star rating
0b0e6e0c-445a-11ea-b77f-2e728ce88125,RoomLocation:TopFloor:BookableUnit,ROOM_UNIT,Location - top floor,"LCS, PartnerCentral:RoomLayout, StructuredAttributeContent",This bookable unit is located on the highest floor of the building
cc6b083c-b81d-11e8-96f8-529269fb1459,PropertyPolicy:Facilities:AgeRequirement,PROPERTY,Property policy - facilities age requirement,"LCS, PartnerCentral:OtherPolicies",There are additional age requirement details regarding recreation facilities at the property
16aed81e-77c7-4f34-92c1-a1d2adb5c52e,Winery:TastingRoom,PROPERTY,Tasting room,"FoodAndBeverage, LCS, PartnerCentral:Winery, StructuredAttributeContent","A designated area where guests can try samples of the onsite winery 
"
91e42724-54d5-11ea-a2e3-2e728ce88125,LocalSignLanguageSpoken,PROPERTY,Local (sign language),"Accessibility, ContentScore, Language, LCS, PartnerCentral:Languages, StructuredAttributeContent, Vrbo","This language is spoken by staff at this property: Local Sign Language
"
aafed133-1cbe-42b6-b715-da6aac74f49b,MeetingRoom,PROPERTY,One meeting room,"Business, ContentScore, LCS, PartnerCentral:Business, SearchFilter:MeetingFacility",Broader concept for rooms used for group meetings
68205b6a-10aa-41b4-be70-4a4c392993fc,Electricity:AmountFee:Mandatory,PROPERTY,Required electricity fee amount,"Fee, MandatoryFee, PartnerCentral:FacilityFee",There is a mandatory fee at the property for electricity usage
a2dd6c93-2c45-11b2-80cf-2a4110097212,Breakfast:TemporaryClosure,PROPERTY,Breakfast,"Breakfast, Closure, Dining, FoodAndBeverage, PartnerCentral:Closures",Temporary closure - Property is not offering breakfast
6909e80f-cab0-47f6-9050-985235b51032,Smartphone:Data:Limited,PROPERTY,Limited data,"LCS, PartnerCentral:Conveniences, StructuredAttributeContent","All rooms have a smartphone, or mobile device with interactive touchscreen, with a restricted level of data service; used with Smartphone:Data:(ConnectionSpeed)"
54b1881a-8e10-11e9-bc42-526af7764f64,Pool:Access:Free:PerDay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for pool access provided per person per day for a specified number of guests
0eef5c33-16be-4729-ae5f-2762dafa2481,Utilities:AmountFee:Mandatory:(RecurringStartMonth),PROPERTY,Utility fee start month -,null,The start month for the period where the mandatory utilities fee applies
54b1e8f0-8e10-11e9-bc42-526af7764f64,Tour:Free:PerStay:PerPerson:GuestLimit:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for tour(s) provided per person per stay for a specified number of guests
89f98fb5-7019-4a76-8432-79482f7ce440,WindowScreens:BookableUnit,ROOM_UNIT,Window screens,"LCS, PartnerCentral:Conveniences, StructuredAttributeContent","This room type has screens, or wire mesh, on the windows for protection from insects, while allowing air to flow"
b3bcf81c-3d3f-4bb0-8ea7-27d3d3870a8f,Shampoo:BookableUnit,ROOM_UNIT; SPACE,Shampoo,"LCS, PartnerCentral:BathroomFeatures, StructuredAttributeContent, Vrbo",This bookable unit includes shampoo for guest use
6d08bb98-d331-11e9-bb65-2a2ae2dbcce4,Bedroom:MurphyBed:Instance,PROPERTY,Murphy bed,"LCS, Vrbo",The bedroom has one or more murphy beds (a bed which folds up into the wall)
01cb040f-e9a5-42af-8667-46cee770f75c,AirportTransfer:Pickup:FeeUnknownAmount,PROPERTY,Airport transportation - pickup (surcharge),"AirportTransfer, ContentQualityScore, ContentScore, LCS, PartnerCentral:AirportTransportation, SearchFilter:AirportTransfer, Transportation",The property provides a shuttle service to pick guests up from the airport for a fee
7552d3b4-1dec-11ea-978f-2e728ce88125,Towels:Available:BookableUnit:(Description),SPACE; ROOM_UNIT,Description,null,Amenity to hold partner-provided text related to towels at the property (intended for use by Vrbo properties)
ddbbe740-ba26-11e8-96f8-529269fb1459,Resort:VoucherAmountOffer:PerStay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for a voucher toward resort access per person per stay
852095e9-a1c8-410d-b701-5c93f6742a79,xCityTax:PercentageFee:Mandatory:ForAdults:Mandatory:(RecurringStartDay),PROPERTY,xCityPercent-RecurStart-Day,null,"Deprecated due to CAM-537
Data term: RecurringStartDay
The start day of the recurring period for which the mandatory city tax percentage fee for adults is applied"
e140d423-6e95-4b33-925f-7c01c8cb01c5,FrontDesk:LimitedHours,PROPERTY,Front desk (limited hours),"CheckInCheckOut, ContentQualityScore, ContentScore, LCS, PartnerCentral:CheckinAndCheckout",The front desk is available at limited hours
3faff961-f73d-470d-a397-94eb3bf86cc1,xPropertyPolicy:TemporaryClosure:DateUnspecified,PROPERTY,xNo dates,"Closure, PartnerCentral:Closures","Inactive attribute discovered during E2E Audit, deprecated (CAM-261)
Base attribute: PropertyPolicy
Base Terms: DateUnspecified, TemporaryClosure"
3b69cda7-2c54-11b2-80bc-8a1f5365793b,SanitizationCertification:AssociationCertification:NewNormal,PROPERTY,Property follows sanitization practices of Travel in the New Normal (US Travel - USA),"KBYG, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent",Property follows sanitization practices of Travel in the New Normal (US Travel)
647efc27-2c4d-11b2-80cb-7ed933a6d108,CityTax:Fee:Mandatory:VariableFee:Instance6,PROPERTY,dynamic city tax - sixth instance,"Fee, MandatoryFee, NonPartnerCentral, Taxation",Sixth instance of the mandatory variable city tax fee
232fdcfa-f1c4-41b1-bdf8-b7e9ac456957,Breakfast:DiscountPercentageOffer:PerDay:PerRoom:ValueAdd:(Percentage),VALUE_ADD_PROMOTION,Percentage,null,The percentage amount off for a value add promotion for a discounted percentage off of breakfast per room per day
906dc59c-fe50-4678-9737-4baefac1756c,Renovation:EntireProperty:Recent,PROPERTY,Entire property recently renovated,"BuildingFeatures, LCS, PartnerCentral:BuildingFeatures, Renovation","The entire property was recently renovated. Ideally, used with Renovation:Recent:(StartYear) and Renovation:Recent:(StartMonth)"
c632b8ec-2e28-497e-a5a0-5c96f7a35733,xClubCard:FeeIncludedInRate:Mandatory,PROPERTY,xClub card fee included in room rate,null,"Deprecated due to CAM-397
Base attribute: ClubCard
Base term: FeeIncludedInRate, Mandatory
The mandatory club card fee is included in the room rate"
57b2f1d8-2e29-4998-b996-ad43065800f3,xLateBooking:AmountFee:Mandatory,PROPERTY,xRequired late booking fee amount,null,"Deprecated as part of CAM-386, removing unused fees
Base Attribute: LateBooking
Base Term: AmountFee, Mandatory
Category: MandatoryFee
Previous definition: There is a mandatory late booking fee charged by the property"
d05a068e-d521-44fa-8902-bfe13a9dbddc,KidsMeal:Free:PerStay:PerPerson:ForChildren:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for a child's meal per person per day
53dd0312-dc8d-4866-aa63-ec737577e404,Bedroom:KingBed:Instance2:(Count),PROPERTY,King bed(s) -,null,The number of king-sized beds in the second bedroom
afdaabc6-1d0a-4c58-89fd-08a8116efeae,Bar:(BarType),PROPERTY,Bar type,null,"The first bar is a specific type of bar (e.g. sports bar, lobby lounge, tapas bar)"
11aa794e-d0cf-4d41-be7e-965ada9ab89e,SustainabilityReinvestment:MinimumAmount,PROPERTY,Sustainability/community reinvestment (10% revenue or more),"LCS, PartnerCentral:Green, StructuredAttributeContent, Sustainability, TravalystSustainability, Vrbo",At least 10% of the property's annual revenue is reinvested into local sustainability and/or community projects
cb3774a6-4750-4078-b0c3-8fafc7aa3b9c,xKitchenette:Unavailable:BookableUnit,ROOM_UNIT,No kitchenette  in room,"Kitchen, PartnerCentral:Kitchen, Vrbo","The bookable unit does not have a kitchenette (confirmed negative) 
Deprecated per CAM-804 / Removed base attribute 'Kitchenette'; base terms 'BookableUnit', 'Unavailable;, categories 'Kitchen', 'PartnerCentral:Kitchen', 'Vrbo'"
edfab96f-ddce-4c41-9c80-fa3c23a2ec58,xHistoricLandmarks,LODGING_UNDEFINED,Historic landmarks,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: HistoricLandmarks
a7786ec8-1147-11ea-9a9f-362b9e155667,xAccessDetails:Unavailable,PROPERTY,No key/access information,null,"Attribute no longer used, deprecated per CAM-145
Base attributes: AccessDetails
Base terms: Unavailable
Category: PartnerCentral:CheckinAndCheckout"
ea731cc7-76c7-4245-8949-0bdb0bdb7b33,HealthTesting:COVID19:Onsite,PROPERTY,Onsite COVID-19 testing,StructuredAttributeContent,Onsite COVID-19 testing policies
bf3f81a0-8eba-11e9-bc42-526af7764f64,BuffetBreakfast:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(PromotionType),VALUE_ADD_PROMOTION,Promotion type,null,The type of value add promotion for a credit toward buffet breakfast per room per day
353a1028-314a-4c5e-93d4-2f85aaa254b8,CityTax:Instance2:AmountFee:Mandatory:ForAdults:(StartMonth),PROPERTY,CityAdult2-EffectStart-Month,null,"The start month for which the second instance of the mandatory city tax fee for adults is applied; Start time, day, month, or year for specified item or service"
4b8f9b2c-8a0b-4333-bffa-d7f56ccecb88,OilUtility:AmountFee:Mandatory:(Amount),PROPERTY,Oil fee amount -,null,The amount of the mandatory oil fee
ddbbf0d2-ba26-11e8-96f8-529269fb1459,Resort:VoucherAmountOffer:PerStay:PerRoom:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a voucher toward resort access per room per stay
0eb65668-38a3-11ea-a137-2e728ce88125,ParkingUGC,PROPERTY,CB-All-Parking,Parking,"Rating on the available parking options offered by a property, based on user-generated content"
71466856-3460-407d-ae14-fb19e67ef0bf,Sports:ResortFeeInclusive,PROPERTY,Sporting facilities or equipment,"Fee, PartnerCentral:ResortFee, ResortFee",Access to sporting facilities or use of equipment is included in the resort fee
0eb63af2-38a3-11ea-a137-2e728ce88125,FamilyFriendlyUGC,PROPERTY,CB-All-Family-Friendly,FamilyAndChildren,"Rating about services, amenities, and activities suitable for family and kids offered by a property, based on user-generated content"
4fdcc28e-b768-475b-a29d-a5fc0b2d6515,SofaBed:UnknownAvailability:BookableUnit,ROOM_UNIT,Sofa bed - no,"ContentScore, ExtraBedding, PartnerCentral:Bedding",It is unknown whether this bookable unit has a sofa bed
5f3dcce0-3e6d-4f14-969e-5cfe2e4fbfd4,SanitizationCertification:AssociationCertification:GBAC,PROPERTY,Property follows sanitization practices of GBAC STAR Facility Accreditation (global expert),"KBYG, PartnerCentral:TravelerSafety, Safety, StructuredAttributeContent, Vrbo",Property follows sanitization practices of GBAC STAR Facility Accreditation (global expert)
f9c2b208-68af-4b41-903c-6b28364dee2c,FitnessFacilities,ROOM_UNIT; PROPERTY,Fitness facilities,"ContentQualityScore, ContentScore, Fitness, LCS, PartnerCentral:Fitness, SearchFilter:Gym, StructuredAttributeContent, Vrbo, VrboOnboarding",The property has an indoor facility equipped with machines or tools for physical activities related to exercise or well-being
ddbc43a2-ba26-11e8-96f8-529269fb1459,ShowTicket:VoucherAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(CurrencyCode),VALUE_ADD_PROMOTION,Currency code,null,The currency code for a value add promotion for a voucher toward show ticket(s) per person per day for a specified number of guests
a6bcdf48-83aa-41fb-b7f7-c513dc4db32f,Breakfast:Free:Weekdays:(EndTime),PROPERTY,Free breakfast - Weekday end time,null,Free breakfast is served Monday-Friday and ends at this time
ddba696a-ba26-11e8-96f8-529269fb1459,Pool:Access:CreditAmountOffer:PerDay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed for a value add promotion for a credit amount toward pool access per person per day
54b1a002-8e10-11e9-bc42-526af7764f64,Resort:CreditAmountOffer:PerStay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of a value add promotion for a credit amount toward resort access per room per stay for a specified number of guests
49d1b47d-1fd3-44a1-a246-886e72e10dfe,Toys:BeachToys,PROPERTY,Beach toys,"Beach, FamilyAndChildren, LCS, PartnerCentral:FamilyAndChildren, StructuredAttributeContent","Toys intended to be used on a beach or in a sand pit to play with sand are available
"
6033a861-485e-443d-8717-3dece12da51f,xEgenciaRate:CorporateValueAdd,RATE_PLAN,Egencia preferred rate,"CorporateValueAdd, LCS, RatePlan, ValueAdd","Deprecation per CAM-740 due to sale of Egencia from EG
Broader concept: ProductOffer:ValueAdd
Base term: CorporateValueAdd
Categories: CorporateValueAdd; RatePlan; ValueAdd
"
c6173a84-1ce4-4d68-9f46-52e78c411a9e,Gala:Dinner:Fee:Mandatory:ForChildren:ChristmasEve:(MaximumAge),PROPERTY,Christmas Eve gala dinner fee child max age -,null,The highest age for which a child fee applies for the mandatory Christmas Eve gala dinner fee; use with GalaChristmasEveChild-MinAge
ddba63e8-ba26-11e8-96f8-529269fb1459,AirportShuttle:Oneway:DiscountPercentageOffer:OnRequest:PerStay:PerPerson:GuestLimit:ValueAdd:(Percentage),VALUE_ADD_PROMOTION,Percentage,null,The percentage amount discounted for the value add promotion  per person per stay for 1-way airport shuttle service when requested for a specified number of guests
d457bb1c-687e-47fa-ad29-67bc11fb0d35,Renovation:Rooms:Recent:BookableUnit:(StartYear),ROOM_UNIT,IndRm-RenoRecent-Year,null,A recent renovation of this room was completed in this year
2b8f8bee-0652-4dcb-9d1d-a80d5d741991,Firewood:AmountFee:Mandatory:(Scope),PROPERTY,Wood fee scope -,null,"The scope for which the mandatory firewood fee applies (per person, per accommodation)"
b93ec493-9d9f-49bb-ad42-305d01731750,BelleEpoquePropertyDesign,PROPERTY,Belle Epoque,"BuildingFeatures, PartnerCentral:BuildingFeatures",The property features a Belle Epoque architectural design or aesthetic
4304235d-0f5b-4c9f-aed1-ff0de0f42388,Computer:BookableUnit,ROOM_UNIT,In-room computer,"Entertainment, LCS, PartnerCentral:RoomEntertainment, StructuredAttributeContent",This bookable unit has a computer available for guests to use
dd0f9109-731d-4114-94c4-15f627b0cbd0,InquiriesNotEnabled,PROPERTY,Inquiries not enabled,Vrbo,The property host does not accept traveler inquiries prior to booking
4a1f3b6e-08dc-4999-a901-dd51c87972bd,Freezer:BookableUnit,ROOM_UNIT,Freezer,"Kitchen, LCS, PartnerCentral:KitchenFeatures, StructuredAttributeContent, Vrbo",This bookable unit has a freezer (kitchen appliance used to store food at very low temperatures)
451c47da-8759-4b05-a169-525f53994656,CouplesTreatmentRooms,PROPERTY,Couples treatment rooms,"LCS, PartnerCentral:Spa, Spa",The property has one or more settings in which guests can receive couples spa services/treatments
e952b820-aad8-11e8-98d0-529269fb1459,xSoftDrinks:BEXLoyalty,PROPERTY,xLoyalty soft drinks offer,null,Deprecated per CAM-232; Removed Base attribute: SoftDrinks; Removed Base term: BEXLoyalty; Removed broader concept: Beverage; Non-alcoholic beverage offers for BEXLoyalty customers
828098a7-95b9-4cec-b5e2-1e7349878677,xSafe:ResortFeeInclusive,PROPERTY,In-room safe and safe insurance,"Fee, PartnerCentral:ResortFee, ResortFee","Deprecated due to CAM-480
Base attribute: Safe
Base term: ResortFeeInclusive
Category: Fee, PartnerCentral:ResortFee, ResortFee
Use of an in-room safe with safe insurance is included in the resort fee"
997c89cc-a810-4c26-8b7d-4908e7b73ca5,SkiTheme,PROPERTY,Ski property,"BuildingFeatures, LCS, PropertyTheme, Ski",This theme is assigned to ski-in/ski-out or to properties with a ski shuttle (https://confluence.expedia.biz/display/SR/Ski)
54b13acc-8e10-11e9-bc42-526af7764f64,FoodAndBeverage:CreditAmountOffer:PerDay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for a credit amount toward food and beverages per room per day
4e9e8747-2147-496e-aaf7-1a8dbdea26ba,FrontDesk:(EndDayOfWeek),PROPERTY,Front desk day range 1 end day -,null,The front desk hours vary depending on the day of the week. The first day range for hours ends on this day
54b0fd14-8e10-11e9-bc42-526af7764f64,Casino:VoucherAmountOffer:PerDay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion  for a voucher amount toward casino play per room per day
60b5f8d3-3a46-41ba-9f2c-5903a2a29d40,TreatmentRooms,PROPERTY,Treatment rooms,"LCS, PartnerCentral:Spa, Spa",A room used for spa and other non-medical treatments
aaae6652-0bba-11ea-8d71-362b9e155667,StarRating:AuthorizedManualRemoval,PROPERTY,Authorized star rating override removal,"NonPartnerCentral, Rating",This attribute removes Star Ratings values. Currently not in use.
7d376311-f454-4b86-a990-a0baff720b73,Desk:UnknownAvailability,PROPERTY,Desk - no,"ContentScore, PartnerCentral:RoomLayout",Unknown whether desks are available in the bookable units at the property
22c7e3d7-d7c9-46ee-917d-dd519988906d,Minibar:StockedItems:SubsetFree,PROPERTY,"Minibar (stocked, some free items)","ContentScore, FoodAndBeverage, Kitchen, LCS, PartnerCentral:KitchenFeatures, PartnerCentral:RoomRefreshment, RoomRefreshment, StructuredAttributeContent",A compact refrigerator containing some free beverages and/or snacks and some requiring a fee for consumption is available in all bookable units
656475bd-7dc7-45c5-9995-ca2013a604c8,SkiTheme:PartnerSelected,PROPERTY,Ski,"LCS, PartnerCentral:PartnerSelectedTheme, PropertyThemePartnerSelected, Ski",This partner-selected theme indicates that a property is located in a ski area or provides a ski shuttle
d4353f7c-6917-4aa1-a089-06a6c686a820,xWaterCraft:AmountFee:Mandatory:(Scope),PROPERTY,Water craft fee scope -,null,"Deprecated due to CAM-584
Data term: Scope
Enum value: per accommodation, per person, per room
The scope for the mandatory watercraft fee (i.e. per person, per accommodation, etc.)"
0a0ed253-313f-4bf8-8de0-0ad3b8936cef,Gala:Dinner:Fee:Mandatory:ForAdults:ChristmasEve:(Amount),PROPERTY,Christmas Eve gala dinner fee amount -,null,The mandatory fee amount charged for all adults staying on December 24 for a gala dinner; use with GalaChristmasEveAdult-Scope
ef9ff6f0-f182-4a2f-a1e3-b77026e4b091,Gala:Dinner:Fee:Mandatory:ForChildren:NewYearsDay:(StartMonth),PROPERTY,GalaNewYearDayChild-Month,null,"The month, which is January, for the mandatory New Year's Day child gala dinner fee; use with GalaNewYearDayChild-Day"
ec311f3d-fc32-465f-81e8-27d6337bc8d7,xFacilitiesClosure:Instance2:TemporaryClosure:(StartYear),PROPERTY,Facilities temporary closure second start year -,null,"Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: FacilitiesClosure; base terms removed: Instance2, TemporaryClosure; data term removed: StartYear"
aab19b53-bcc2-4190-9999-71a87d12b3c3,Pets:Permitted:(MaximumCount),PROPERTY,Maximum number of pets per room,null,The maximum number of pets allowed to stay in a single room; The maximum number of pets allowed to stay per bookable unit.
27c10d3e-2087-46aa-a4ba-ed3ff7542120,Electricity:AmountFee,PROPERTY,Electricity fee amount,"Fee, OptionalFee, PartnerCentral:FacilityFee",There is a fee at the property for electricity usage
272393fc-5acb-4b54-9c52-33208d4cf939,LocalActivities:Free:PerStay:PerPerson:GuestLimit:ValueAdd,VALUE_ADD_PROMOTION,1 Free activity for %person_count% per stay,"RatePlan, StandardValueAdd, ValueAdd, ValueAddPromotion, VAP:LocalActivities, VAP:OfferType:Free",Value add promotion inclusion for free local actitivies per person per stay for a specified number of guests
78f9e933-a1a4-4503-816e-5d3ddc9b10c1,LanguageLesson:AllInclusive,PROPERTY,Language classes/lessons included,"AllInclusive, LCS, PartnerCentral:AlllnclusiveActivities",Language classes are included in all-inclusive rate plans
e847d2f2-e08f-477e-a1ec-533f7ccda351,AirConditioning:AmountFee,PROPERTY,Air conditioning (surcharge),"ClimateControl, Fee, OptionalFee, PartnerCentral:ClimateControl, PartnerCentral:FacilityFee",Air conditioning is available at this property for a fee
afe9ab9e-359d-45e2-9234-ca69a2297c1d,PadelCourt:Onsite,PROPERTY,Padel court on site,"LCS, PartnerCentral:Sports, Sport, StructuredAttributeContent, Vrbo",A padel court is available at the property
6c8ebf1a-c0e7-4581-8049-1467124cb536,xWaterCraft:AmountFee:Mandatory,PROPERTY,xRequired watercraft fee amount,null,"Deprecated due to CAM-584
Base attribute: WaterCraft
Base term: AmountFee, Mandatory
There is a mandatory fee charged for watercraft"
3b9a5510-bb42-11e8-a355-529269fb1459,CheckIn:Early:PercentageFee:(Percentage),PROPERTY,Early check-in fee amount (percent) - ,null,"There is a fee for early check-in, which is this percentage of the room rate"
54b0d5f0-8e10-11e9-bc42-526af7764f64,BuffetBreakfast:Buy1Get1Free:PerDay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of a value add promotion for buy-one-get-one buffet breakfast per room per day
ba5a7474-ad60-4da0-8ca7-ab8087d84bcb,PayMovies:UnknownAvailability:BookableUnit,ROOM_UNIT,Pay movies - no,"ContentScore, Entertainment, PartnerCentral:RoomEntertainment, StructuredAttributeContent",It is unknown if this bookable unit offers pay to watch movies
f8d2d0a5-43ee-43dc-94d9-049ea80d501b,Visa:UnknownAvailability,PROPERTY,Visa not accepted,"ContentScore, PartnerCentral:PaymentMethods, PaymentMethods",It is unknown whether Visa is accepted as a form of payment at the property
6c85cce1-0577-4382-b025-33536be1f03d,SpaTheme:PartnerSelected,PROPERTY,Spa,"LCS, PartnerCentral:PartnerSelectedTheme, PropertyThemePartnerSelected, Spa",This partner-selected theme indicates that a full-service spa is available on site or adjacent to the property
150e5f55-21b5-4017-be36-f219b463c5fc,xPlayground:ForChildren,PROPERTY,Outdoor play area,null,"Deprecated due to CAM-477
Base attribute: Playground
Base term: ForChildren
Category: Children, familychildren, Flexcation, PlartnerCentral:FamilyAndChildren, PartnerCentral:RoomLayout, Vrbo
An outdoor area with equipment for children to play in/on (i.e. a sandbox, treehouse, or swing set)"
a1b06698-146b-4241-93e2-a09c5acef0b8,WhiteSandBeach,PROPERTY,White sand,"Beach, PartnerCentral:Beach, StructuredAttributeContent",The nearby or on-site beach features white sand
a9fe951e-a6c4-4337-8cdd-240d9e089f07,ElevatorDoor:Width:(MeasurementInCentimeters),ROOM_UNIT; PROPERTY,Elevator door width (centimeters) -,null,Width (in centimeters) of the property elevator door
c66d31ea-047b-40a6-8026-f288f99a00cc,LowHeightBed:BookableUnit:Height:(MeasurementInInches),ROOM_UNIT,Low bed height (inches) -,null,The height (in inches) of the low-height bed in this bookable unit
ecb80f32-1b39-435e-a667-13b6c5283804,AirportUGC:XMD:(Count),PROPERTY,CB-AB-A-Cnt,null,Number of reviews about distance and connections of a property to an airport evaluated in the last 1.5 years to determine the sentiment score. Created for CAM-638
43d947fc-3fab-4b19-87a9-6a813feeb4d1,ContinentalBreakfast:DiscountPercentageOffer:PerStay:PerRoom:ValueAdd,VALUE_ADD_PROMOTION,%percent% off breakfast (once per stay),"Breakfast, Dining, FoodAndBeverage, RatePlan, StandardValueAdd, ValueAdd, ValueAddPromotion",Value add promotion inclusion for a discounted percentage amount off of continental breakfast per room per stay
df4fcb7b-6126-4076-a8f1-8cab33536629,HighSpeedInternet:InRoom,PROPERTY,High-speed internet access,"Internet, LCS, SearchFilter:HighspeedInternet",High-speed internet access is available in all rooms
7b2bf3cd-f71b-4faa-95ec-a266e589d39b,xDoublePaneWindows,LODGING_UNDEFINED,Double-paned windows,null,Deprecated per CAM-226 (https://jira.expedia.biz/browse/CAM-226); Base attribute removed: DoublePaneWindows
f8126df0-8af1-4077-9832-e3fa4397392d,Nightclub:Access:ValueAdd,RATE_PLAN,VIP line access to nightclub(s),"LCS, RatePlan, StandardValueAdd, ValueAdd",This rate plan includes VIP line access to nightclub(s)
a77bf622-fe0b-45b0-afb4-c014cf0dacc1,SmokeDetector:BookableUnit:(Description),ROOM_UNIT,Smoke detector description,null,Partner-provided description of unit's smoke detection system
b297d00e-1db3-44be-82e7-9b3567939f17,Beverage:Free:PerStay:PerPerson:GuestLimit:ValueAdd:(GuestLimitQuantity),VALUE_ADD_PROMOTION,Guest limit,null,The maximum number of guests allowed of value add promotion for beverages provided per person per stay
54b16074-8e10-11e9-bc42-526af7764f64,UpgradeOffer:Internet:Free:PerStay:PerRoom:ValueAdd:(Version),VALUE_ADD_PROMOTION,Version,null,The version of value add promotion for internet upgrade provided per room per stay
